text_id,section_num,para_num,para_str
1,1,17,"Fourth: Form new troops with all those Mexicans who show their interest in joining our struggle, including those who, being enemy soldiers, turn themselves in without having fought against us, and promise to take orders from the General Command of the EZLN."
1,1,18,Fifth: We ask for the unconditional surrender of the enemy's headquarters before we begin any combat to avoid any loss of lives.
1,1,19,Sixth: Suspend the robbery of our natural resources in the areas controlled by the EZLN.
1,1,20,"To the People of Mexico: We, the men and women, full and free, are conscious that the war that we have declared is our last resort, but also a just one. The dictators have been waging an undeclared genocidal war against our people for many years. Therefore we ask for your participation, your decision to support this plan that struggles for work, land, housing, food, health care, education, independence, freedom, democracy, justice and peace. We declare that we will not stop fighting until the basic demands of our people have been met by forming a government of our country that is free and democratic."
1,1,21,JOIN THE INSURGENT FORCES OF THE ZAPATISTA NATIONAL LIBERATION ARMY!
1,1,22,"General Command of the EZLN December 31, 1993"
1,2,0,Editorial
1,2,1,"Mexicans: workers, campesinos, students, honest professionals, Chicanos, and progressives of other countries: We have begun the struggle that is necessary to meet the demands that never have been met by the Mexican State: work, land, shelter, food, health care, education, independence, freedom, democracy, justice and peace."
1,2,2,"For hundreds of years we have been asking for and believing in promises that were never kept. We were always told to be patient and to wait for better times. They told us to be prudent, that the future would be different. But we see now that this isn't true. Everything is the same or worse now than when our grandparents and parents lived. Our people are still dying from hunger and curable diseases, and live with ignorance, illiteracy and lack of culture. And we realize that if we don't fight, our children can expect the same. And it is not fair."
1,2,3,"Necessity brought us together, and we said ""Enough!"" We no longer have the time or the will to wait for others to solve our problems. We have organized ourselves and we have decided to demand what is ours, taking up arms in the same way that the finest children of the Mexican people have done throughout our history."
1,2,4,"We have entered into combat against the Federal Army and other repressive forces: there are millions of us Mexicans willing to live for our country or die for freedom in this war. This war is necessary for all the poor, exploited and miserable people of Mexico, and we will not stop until we achieve our goals."
1,2,5,"We call on all of you to join our movement because the enemies we face, the rich and the State, are cruel and inhuman. They will put no limit on their bloody instinct to destroy us. It is necessary to struggle on all fronts and from there, with your sympathy, your solidarity, the dissemination that you give our cause, your adoption of the ideals that we are demanding, your incorporation of the Revolution by raising up your people wherever they may be found, these are very important factors in our final triumph."
1,2,6,El Despertador Mexicano is the newspaper of the EZLN. It strives to inform the people about the development of the just war that we have declared against our class enemies.
1,2,7,"In this first issue we present our Declaration of War against the Federal Army, and we publish the orders to be followed by the leaders and officers of the EZLN in our advance through national territory. Also in this issue are the Revolutionary Laws that will be enacted in the liberated territories in order to guarantee their revolutionary control and strengthen the bases so we can begin the process of building a new Mexico. To live for our country or die for freedom."
1,3,0,Revolutionary Laws
1,3,1,Women's Revolutionary Law
1,3,2,"In the just fight for the liberation of our people, the EZLN incorporates women into the revolutionary struggle, regardless of their race, creed, color or political affiliation, requiring only that they share the demands of the exploited people and that they commit to the laws and regulations of the revolution. In addition, taking into account the situation of the woman worker in Mexico, the revolution supports their just demands for equality and justice in the following Women's Revolutionary Law."
1,3,3,"First: Women, regardless of their race, creed, color or political affiliation, have the right to participate in the revolutionary struggle in a way determined by their desire and capacity."
1,3,4,Second: Women have the right to work and receive a just salary.
1,3,5,Third: Women have the right to decide the number of children they will have and care for.
1,3,6,Fourth: Women have the right to participate in the affairs of the community and hold positions of authority if they are freely and democratically elected.
1,3,7,Fifth: Women and their children have the right to primary attention in matters of health and nutrition.
1,3,8,Sixth: Women have the right to education.
1,3,9,"Seventh: Women have the right to choose their partner, and are not to be forced into marriage."
1,3,10,Eighth: Women shall not be beaten or physically mistreated by their family members or by strangers. Rape and attempted rape will be severely punished.
1,3,11,Ninth: Women will be able to occupy positions of leadership in the organization and hold military ranks in the revolutionary armed forces.
1,3,12,Tenth: Women will have all the rights and obligations elaborated in the Revolutionary Laws and regulations.
1,4,0,Urban Reform Law
1,4,1,"In the urban zones controlled by the EZLN, the following laws will be enacted in order to ensure dignified housing for all dispossessed families:"
1,4,2,First: The inhabitants of the zone who own their own homes or apartments will stop paying all taxes.
1,4,3,"Second: The inhabitants of the zone who pay rent, and have resided in the same dwelling for more than 15 years, will stop paying rent to the owner of the property until the revolutionary government triumphs and new legislation is enacted."
1,4,4,"Third: The inhabitants of the zone who pay rent, and have resided in the same dwelling for fewer than 15 years, will pay only 10% of the salary earned by the head of the family as rent, and will not pay at all after having resided in the dwelling for 15 years."
1,4,5,Fourth: Urban lots that already have public services will be opened for immediate occupation in order that dwellings may be constructed on said lots -  - even if the dwellings are only of a provisional nature. The freely and democratically elected authorities will be notified of these occupations.
1,4,6,"Fifth: Vacant public buildings and large mansions will be provisionally occupied by families, who will divide the buildings among themselves. In order to facilitate this, the civil authorities will appoint neighborhood committees that will decide on requests that are presented to them and will grant living space on the basis of need and available resources."
1,5,0,Labor Law: Additions to the Present Law
1,5,1,The following laws will be added to the current Federal Labor Law in the zones controlled by the EZLN.
1,5,2,First: Foreign companies will pay their workers an hourly salary in national money equivalent to what would be payed in dollars outside the country.
1,5,3,"Second: National companies will increase their workers' salaries monthly, by a percentage determined by a local Prices and Salaries Commission. Said Commission will be composed of representatives of the workers, settlers, land -  owners, business people and the freely and democratically elected authorities. The reduction of current salaries will in no way be permitted."
1,5,4,"Third: All workers in the countryside and the cities will receive free medical care in any public or private health center, hospital or clinic. The medical costs will be covered by the employers."
1,5,5,"Fourth: Every worker will have a right to a certain amount of non - transferable stock in the company for which they work, the exact quantity to be determined by the number of years that the worker has worked for the company -  - this in addition to their current pensions. The monetary value of said stock will be used for the worker's retirement, by his wife or by his beneficiary."
1,6,0,Industry and Commerce Law
1,6,1,"First: The prices of basic products will be regulated by a local Prices and Salaries Commission. Said Commission will be composed of workers, settlers, land owners, merchants and the freely and democratically - elected authorities. Increases in the prices of basic products cannot, in any way, be more than increases in salaries."
1,6,2,"Second: The hoarding of any product is prohibited. Hoarders will be detained and turned over to the military authorities, accused of sabotage and treason to the country."
1,6,3,Third: The commerce of a given region should be able to ensure the provision of tortillas and bread for all in time of war.
1,6,4,"Fourth: The industries and businesses that the landowners consider unproductive, and attempt to close in order to carry away the machinery and raw materials, will be passed to the management of the workers, and the machinery will become the property of the nation."
1,7,0,Social Security Law
1,7,1,"First: Abandoned children will be fed and protected by the nearest neighbors under the authority of the EZLN, before being turned over to the civilian authorities, who will protect them until they reach 13 years of age."
1,7,2,Second: Elderly people without family will be protected and will receive priority in housing and the distribution of free food coupons.
1,7,3,Third: Those incapacitated by the war will receive attention and work priority under the direction of the EZLN.
1,7,4,Fourth: The pension of retirees will be equal to the minimum salary established by local Price and Salary Commissions.
1,8,0,Justice Law
1,8,1,"First: All prisoners in all prisons will be liberated, except those guilty of murder, rape and the leaders of drug - trafficking operations."
1,8,2,"Second: All government officials, from the level of the municipal president up to the president of the republic, will be subject to audit, and will be judged for misappropriation of funds in cases where evidence of guilt is found."
1,9,0,Revolutionary Agrarian Law
1,9,1,"The poor campesinos' movement in Mexico demands the return of the land to those who work it and, in the tradition of Emiliano Zapata and in opposition to the reforms to Article 27 of the Mexican Constitution, the EZLN again takes up the just struggle of rural Mexico for land and freedom. With the object of standardizing the new agrarian distribution enacted by the revolution throughout Mexican territory, the following Revolutionary Agrarian Law is issued:"
1,9,2,"First: This law is valid in all Mexican territory, and benefits all poor campesinos and Mexican agricultural laborers regardless of their political affiliation, religious creed, sex, race, or color."
1,9,3,"Second: This law affects all agricultural properties and agro/livestock businesses inside of Mexican territory, whether they are national or foreign - owned."
1,9,4,"Third: All poor - quality land in excess of 100 hectares and all good - quality land in excess of 50 hectares will be subject to the Revolutionary Agrarian Law. The landowners whose lands exceed the aforementioned limits will have the excess taken away from them, and they will be left with the minimum permitted by this law. They may remain as small landholders or join the cooperative campesinos' movement, campesino societies, or communal lands."
1,9,5,"Fourth: Communally held land and the land of popular cooperatives will not be subject to agrarian reform, even though they exceed the limits mentioned in the third article of this law."
1,9,6,"Fifth: The lands affected by this agrarian law will be distributed to the landless campesinos and the agricultural laborers who thus request it as collective property for the formation of cooperatives, campesino societies or agricultural production/livestock collectives. The affected lands should be worked collectively."
1,9,7,"Sixth: The collectives of poor, landless campesinos and agricultural laborers - men, women, and children without land title, or who have land of poor quality - will have the right to be the first to request land."
1,9,8,"Seventh: In order to better cultivate the land for the benefit of the poor campesinos and the agricultural laborers, the expropriation of large estates and agricultural/livestock monopolies will include the expropriation of means of production such as machinery, fertilizer, stores, financial resources, chemical products and technical expertise. All of these means should pass into the hands of the poor campesinos and agricultural laborers, with special attention given to groups organized in cooperatives, collectives and societies."
1,9,9,"Eighth: The groups that benefit from this agrarian law should dedicate themselves to the collective production of necessary foodstuffs for the Mexican people: corn, beans, rice, vegetables and fruit, as well as to the raising of cattle, bees, pigs and horses, and to the production of animal - derived products (meat, milk, eggs, etc.)."
1,9,10,"Ninth: In time of war, a portion of the products of the lands affected by this law will be designated for the sustenance of orphans and widows of revolutionary combatants, and to the support of the revolutionary forces."
1,9,11,"Tenth: The purpose of collective production is primarily to satisfy the people's needs, to instill in those who benefit from this law a consciousness of collective work and benefit, and to create production, defense and mutual - aid units in the Mexican countryside. When a region doesn't produce some product, it will trade justly and equally with another region where it is produced. Excess production can be exported to other countries if there is no national demand for the product."
1,9,12,"Eleventh: Large agricultural businesses will be expropriated and passed to the hands of the Mexican people, and will be administered collectively by the workers of those businesses. The cultivation machinery, seeds, etc. that are sitting idle in factories and businesses will be distributed among rural collectives, with the objective of making the land fertile and ending the hunger of the people."
1,9,13,Twelfth: Individual hoarding of land and the means of production will not be permitted.
1,9,14,Thirteenth: Zones of virgin jungle and forest will be preserved. There will be reforestation campaigns in the principal zones.
1,9,15,"Fourteenth: The riverheads, rivers, lakes and oceans are the collective property of the Mexican people, and they will be cared for by not polluting them and by punishing their misuse."
1,9,16,"Fifteenth: In order to benefit the poor, landless campesinos and agricultural workers, in addition to the agrarian redistribution established by this law, commercial centers will be created to buy the campesinos' products at a fair price and to sell to them, at a fair price, goods that the campesino needs for a dignified life. Also, community health centers will be created with every benefit of modern medicine, with capable and conscientious doctors and nurses, and with free medical care for the people. Recreation centers will be created for the campesinos and their families so that they may rest in dignity without the need for bars or bordellos. Educational centers and free schools will be created where the campesinos and their families can receive an education, regardless of their age, sex, race or political affiliation, and where they can learn the techniques necessary for their development. Housing and road construction centers will be established with engineers, architects, and the necessary materials for the campesinos' dignified housing and the construction of good roads for transportation. Service centers will be created in order to guarantee potable water, drainage, electricity, radio and television, in addition to everything necessary for housework: stoves, refrigerators, lavatories, mills, etc."
1,9,17,"Sixteenth: The campesinos who work collectively will not be taxed. Nor will the ejidos, cooperatives or communal lands be taxed. From the moment that this Revolutionary Agrarian Law is implemented, all debts -  - whether they are from credit, taxes, or loans -  - that are owed by the poor campesinos or agricultural workers to the oppressive government, to foreigners or to capitalists, are forgiven."
1,10,0,Law of Rights and Obligations of Peoples in Struggle
1,10,1,"In its liberatory advance through Mexican territory, and in the struggle against the government and against the large national and foreign exploiters, the EZLN will implement, with the help of the people engaged in struggle, the following Law of Rights and Obligations of Peoples in Struggle:"
1,10,2,"First: The peoples in struggle against the oppressor government and the large national and foreign exploiters, without regard to their political affiliation, religious creed, race or color, will have the following rights:"
1,10,3,"A: To choose, freely and democratically, the authorities of whatever type they consider convenient, and to demand that they be respected."
1,10,4,"B: To demand that the revolutionary armed forces not intervene in matters of civil order or the disposition of capital relating to agriculture, commerce, finances, and industry, as these are the exclusive domain of the civil authorities, elected freely and democratically."
1,10,5,"C: To organize and exercise armed defense of their collective and private goods, as well as to organize and exercise the vigilance of public order and good government according to the popular will."
1,10,6,"D: To demand that the revolutionary armed forces guarantee the safety of people, families and private and collective property of neighbors or transients, when these people are not enemies of the revolution."
1,10,7,"E: The inhabitants of every population have the right to acquire and possess arms to defend their persons, families and property, according to the laws of disposition of capital of farms, commerce, finance and industry, against the armed attacks committed by the revolutionary forces or those of the government. By the same token, they are fully authorized to make use of those arms against whatever person or group of people assaults their homes, the honor of their families, or attempt to commit robberies or attacks of whatever form against their persons. This is valid only for those who are not enemies of the revolution."
1,10,8,"Second: The civil authorities of whatever type, who are elected democratically, will have, in addition to the previous rights and the attributions that are signalled by the respective revolutionary laws, the following rights:"
1,10,9,"A: They will be able to imprison, disarm and turn in to the Commands anyone they find robbing, raiding or looting any home or committing any other violation, for which they will receive their deserved punishment, even if they are a member of the revolutionary armed forces. The same procedures will be employed against those who commit any violation, even if they are not caught in the act, if their guilt is sufficiently demonstrated."
1,10,10,"B: They will have the right that, for their conduct, revolutionary taxes be imposed as established by the War Tax Law."
1,10,11,"Third: Peoples in struggle against the oppressor government and the great national and foreign exploiters, without regard to their political affiliation, religious creed, race or color, will have the following obligations:"
1,10,12,"A: To give their services in works of vigilance, according to majority will or the military necessities of revolutionary war."
1,10,13,"B: To respond to calls for help made by the democratically elected authorities, the revolutionary armed forces or by any revolutionary military person in cases of urgency, to combat the enemy."
1,10,14,C: To lend their services as mail deliverers or guides to the revolutionary armed forces.
1,10,15,D: To lend their services to carry food to the revolutionary troops when they are combatting the enemy.
1,10,16,"E: To lend their services to transport wounded, bury cadavers or other similar works tied to the cause and interests of the revolution."
1,10,17,"F: To give food and lodging to the revolutionary forces that are guarding or passing through the respective populations, to the degree that they are able."
1,10,18,G: To pay taxes and contributions established by the War Tax Law and other Revolutionary Laws.
1,10,19,"H: They should not help in any way the enemy, nor give them articles of primary necessity."
1,10,20,I: To dedicate themselves to legitimate work.
1,10,21,"Fourth: The civil authorities, of whatever type elected democratically, will, in addition to the previous obligations, have the following obligations:"
1,10,22,A: To regularly report to the civil population on the activities under their command and the origin and destination of all of the material resources and human posts in their administration.
1,10,23,B: To regularly inform the respective Command of the revolutionary armed forces of any events that occur in their area.
1,11,0,Instructions to Leaders and Officials of the EZLN
1,11,1,The following orders are obligatory for all leaders and officials of troops under the control the Zapatista National Liberation Army.
1,11,2,First: You will operate according to the orders that you receive from the General Command or from the Commands of the Front Line.
1,11,3,"Second: The leaders and officials who are in military operations in isolated zones or with difficulties in communicating with the Commands should carry out their military work, combatting the enemy constantly, according to their own initiative, taking care to advance the revolution in the places where they find themselves working."
1,11,4,"Third: You will submit a War Dispatch whenever possible, or at least monthly, to the respective Commands."
1,11,5,"Fourth: You will endeavor to preserve, as much as possible, good order among the troops, especially when you enter populaces, guaranteeing in full the lives and interests of the inhabitants who are not enemies of the revolution."
1,11,6,"Fifth: To aid the troops in their material necessities to the degree possible, you should impose war contributions on the businesses or property - holders who find themselves in the zones where you are operating, but only if they have important capital according to the War Tax Law and the Revolutionary Laws that affect commercial, agricultural, financial and industrial capital."
1,11,7,Sixth: The material funds that are gathered by these means will be employed strictly for the material necessities of the troops. The leader or official who takes any of these funds for his personal benefit will be taken prisoner and judged according to the rules of the EZLN by a revolutionary military tribunal.
1,11,8,"Seventh: For the feeding of the troops, pasture of the horses, and fuel and repair of the vehicles, you should direct yourselves to the democratically elected authorities of the place in question. This authority will gather what they can from among the civilian population, for the material necessities of the Zapatista military unit, and will hand them in to the leader or official of the highest rank in said military unit, and only to him."
1,11,9,"Eighth: Only those officials with the rank of Major or higher will change authorities in those places that fall under the power of the revolution, according to the will of the people, and according to available and relevant sections of the Law of Revolutionary Government."
1,11,10,"Ninth: The people, in general, will take possession of their goods according to what is established in the Revolutionary Laws. The leaders and officials of the EZLN will give to these people their moral and material support, with the goal of carrying out what is set out in these Revolutionary Laws, whenever the same people request this help."
1,11,11,Tenth: Absolutely no one will be able to have meetings or treaties with the oppressor government or with its representatives without the prior authorization of the General Command of the EZLN.
1,12,0,War Tax Law
1,12,1,"In the zones controlled by the EZLN the following War Tax Law will be instituted and will be made to function with all of the moral, political and military force of our revolutionary organization."
1,12,2,First: The War Tax Law will apply from the moment that a military unit of the EZLN begins to operate in a specific territory.
1,12,3,"Second: The War Tax Law affects all of the civilian, national or foreign populations residing in or passing through said territory."
1,12,4,"Third: The War Tax Law is not obligatory for the civilian population that lives by its own resources, without exploiting any labor whatsoever and without obtaining any advantage from the people. For poor campesinos, day workers, workers, employees, the unemployed, participation in this law is voluntary and in no way will they be obligated morally or physically to subject themselves to this law."
1,12,5,"Fourth: The War Tax Law is obligatory for those in the civilian population who live by exploitation, by force or through work or who obtain some advantage over the people in their activities. Those small, medium and large capitalists of the countryside and the city can be obligated to obey this law without exception, in addition to submitting themselves to the Revolutionary Laws affecting agricultural, commercial, financial and industrial capital."
1,12,6,"Fifth: The following percentages of taxes will be established, according to the work of each person:"
1,12,7,"A: For small commercial businesses, small property holders, workshops and small industries, 7% of their monthly income. In no way will their means of production be affected by the collection of this tax."
1,12,8,"B: For professional people, 10% of their monthly income. In no way will materials strictly necessary for the exercising of their profession be affected."
1,12,9,"C: For medium - size property - holders, 15% of their monthly income. Their property will be affected according to the respective Revolutionary Laws of agricultural, commercial, financial and industrial capital."
1,12,10,"D: For large capitalists, 20% of their monthly income. Their property will be affected according to the respective Revolutionary Laws of agricultural, commercial, financial and industrial capital."
1,12,11,Sixth: All of the goods seized from the armed forces of the enemy will be property of the EZLN.
1,12,12,Seventh: All of the goods recuperated by the revolution from the hands of the oppressor government will be the property of the revolutionary government according to the laws of the revolutionary government.
1,12,13,"Eighth: All taxes and burdens imposed by the oppressor government will be ignored, such as those debts of money or goods that the exploited people of the country and the city find themselves obligated to pay by those governing or by capitalists."
1,12,14,"Ninth: All of the war taxes recovered by the revolutionary armed forces or by the organized people will become the collective property of the respective populations, and will be administered according to the popular will by the democratically elected civil authorities, giving to the EZLN only what is necessary to contribute to the material necessities of the regular troops, and for the continuation of the liberatory movement according to the Law of Rights and Obligations of Peoples in Struggle."
1,12,15,"Tenth: No civil or military authority, whether it be of the oppressor government or of the revolutionary forces, will take for personal or family benefit any part of these war taxes."
1,13,0,Law of Rights and Obligations of the Revolutionary Armed Forces
1,13,1,"The revolutionary armed forces of the EZLN, in their struggle against the oppressor government and the great national and foreign exploiters, and in its liberatory advance over the Mexican territory, commit themselves to the carrying out and enforcement of the following Law of Rights and Obligations of the Revolutionary Armed Forces:"
1,13,2,First: The revolutionary troops of the EZLN in their combat against the oppressor will have the following rights:
1,13,3,"A: The troops that pass through a village will have the right to receive from the people, through the democratically elected civil authorities, lodging, food and the means to accomplish their military missions, according to the means of the inhabitants."
1,13,4,"B: The troops that, by orders of the respective commands, are garrisoned in a place, will have the right to receive lodging, food, and means according to what is established in section (A) of this article."
1,13,5,"C: The leaders, officials or soldiers who observe that some authority does not fulfill what is established by the Revolutionary Laws, and lack popular approval, will have the right to denounce this authority to the revolutionary government."
1,13,6,"Second: The revolutionary troops of the EZLN, in their combat against the oppressor, have the following obligations:"
1,13,7,"A: To make sure that those peoples who have not named, freely and democratically, their authorities, proceed immediately to free elections of the same, without the intervention of the armed forces, which under the responsibility of their military orders, will let the population work without any pressure whatsoever."
1,13,8,B: To respect the civil authorities elected freely and democratically.
1,13,9,"C: To not intervene in civil matters, and to let the civil authorities work freely on these matters."
1,13,10,D: To respect legal commerce that obeys the respective Revolutionary Laws.
1,13,11,E: To respect the agricultural redistribution carried out by the revolutionary government.
1,13,12,"F: To respect the rules, customs and agreements of the people and to submit themselves to them in cases of civil - military relations."
1,13,13,"G: To charge no taxes to the population, in no way and under no pretext, for the use of its land and waters."
1,13,14,"H: To not take over, for personal use, the lands of the people, or of the estates taken away from the oppressor."
1,13,15,I: To obey all of the laws and rules issued by the revolutionary government.
1,13,16,J: To not demand personal services or works of personal benefit from the civilian population.
1,13,17,"K: To report those subordinates who commit any crime, imprison them, and remit them to a revolutionary military tribunal, so that they may receive their deserved punishment."
1,13,18,L: To respect civil justice.
1,13,19,M: The leaders and officials will be responsible before the respective Commands for the abuses or crimes of subordinates who are not remitted to revolutionary military tribunals.
1,13,20,N: To dedicate yourselves to making war against the enemy until they are definitively removed from the territory in question or are annihilated.
1,14,0,"Testimonies of the First Day [The following are excerpted transcriptions that were published in La Jornada. They were recorded in San Cristóbal de las Casas just after the EZLN liberated the city on January 1, 1994, and the transcription was published in La Jornada on January 19. They begin with Subcommander Marcos answering questions after reading the Declaration of War from the balcony of the Municipal Presidential Palace.]"
1,14,1,"[La Jornada, 1/19] Q: Have there been any losses? Marcos: No. Neither ours nor the enemy's. Only in Ocosingo. There were two dead and two wounded and four prisoners on their side."
1,14,2,"Q: The military zone is here, less than 12 kilometers away. They have not responded?"
1,14,3,"M: You have to take into account that it is a difficult situation, because this is the command of the 31st Military Zone. And they attack the back and three fronts. It is not as though you say, OK, now I will come and finish with San Cristóbal."
1,14,4,"Q: Why are some of you masked and others are not, although you are all from the same movement?"
1,14,5,"M: Those of us who are more handsome always have to protect ourselves... What is happening is that, in this case, the officers are those who are masked, for two reasons. One, the primary one, is that we have to watch out for protagonism, in other words, that people do not promote themselves too much."
1,14,6,"The mask is so that there is no protagonism, if you understand me, that we sometimes have a lot of, those of us who get into this business of appearing a lot. So now, since it is not well known who is who, probably in a little while another will come out, or it could be the same one. It is about being anonymous, not because we fear for ourselves, but rather so that they cannot corrupt us; for that reason some wear ski masks, so that they will not appear often and say, ""What about me over here?"" We know that our leadership is collective and that we have to submit to them. Even though you happen to be listening to me here now because I am here, but in other places others, masked in the same way, are talking. This masked person today is called Marcos here and tomorrow will be called Pedro in Margaritas or Josue' in Ocosingo or Alfredo in Altamirano or whatever he is called."
1,14,7,"Finally, the one who speaks is a more collective heart, not a caudillo. That is what I want you to understand, not a caudillo in the old style, in that image. The only image that you will have is that those who make this happen are masked, then. And the time will come when the people will realize that it is enough to have dignity and put on a mask and say: Well then, I can do this too, and OK, I do not need to be of a particular physique. That is the truth, and for that reason, you should not believe what I said when I said I was very handsome. I am doing propaganda for myself."
1,14,8,Q: And women are in this movement voluntarily?
1,14,9,"M: Did someone obligate you to come? They are Tzotziles, Tzeltales, Tojolabales -  Indians."
1,14,10,Q: What is the average age?
1,14,11,"M: A scandalous 22 years old. It has gone up. When we started it was 16 years. Then, four years ago, it was 20, and now the average age is between 22 and 23 years old. There are people much younger than that, but the average of the troops is that. Those who have masks are officials or people that..."
1,14,12,Q: Command?
1,14,13,"M: No, that is what will not check out. You are going to check out all that you see with what you read. You will check Tupamaros, Montoneros, the Sandinista Front (Frente Sandinista), 26th of July Movement (Movimiento 26 de Julio), URNG. Nothing will check out. ""They are a mess."" ""They are going to win."" This is an organization that has been preparing itself for over 10 years without a single assault, robbery or kidnapping. ""Where did they get money for what they did?"" ""Who protected them for so long?"" They are going to say that we were part of the government. Today had to come so that we could demonstrate that we are not."
1,14,14,Q: How many people make up the Zapatista Army... Can you tell us?
1,14,15,"M: I will tell you that there are thousands, and that they are all moved to take these actions."
1,14,16,Q: Will there be more?
1,14,17,"M: Of course. After this, here, when we leave here, from these positions, when we advance, we are certain that more will join us. Three or four hours ago we received information that an element of the Federal Army deserted and joined our ranks. They have offered to show us the location of the barracks... No, he will not show us tactics. We know more than he."
1,14,18,Q: Who was the source?
1,14,19,M: The deserter from the Army who joined our ranks.
1,14,20,Q: What assurances does the press have to enter into the zones?
1,14,21,"M: In our zones, with us, you will not have problems; but I am sure that the Army will not let information pass through. Or that your editorial boards or your bosses will not let you publish it."
1,14,22,"Q: Can you provide the resources of the City Hall for our work, what you have here, like the phone lines, fax?"
1,14,23,"M: Go in and look for them if you like. Oh, you're asking... I was already up there looking for a telephone because I had to talk to Human Rights, to the National Commission. No, man, they have stolen everything. There are computers and all of that, we do not do anything with that... Yes, there is communication. The only thing I can guarantee is where we move, and if you present your newspaper credentials, they will let you pass."
1,14,24,"Q: Are you only here, in the state of Chiapas?"
1,14,25,M: No. * * * * *
1,14,26,"M: [...] We hope that the people understand that the causes that have moved us to do this are just, and that the path that we have chosen is just one, not the only one. Nor do we think that it is the best of all paths. We only think that this is one that needs to be taken and we invite all of the people to do the same, not to rise up in arms, but to struggle for a truly free and democratic government in Mexico that can fulfill the aspirations of each and every person. We do not want a dictatorship of another kind, nor anything out of this world, not international Communism and all that. We want justice where there is now not even minimum subsistence. This is in the whole state of Chiapas. And one can say: Well, soon I am going to rise up in arms. No, but do demonstrate your agreement, each person where you work, students, teachers, and all of that, make count what they have denied us until now, which is the right to have an opinion, to feel, to dissent. That is what we want. We resorted to this because, well, because they did not leave us any other way, really."
1,14,27,Q: Do you think the conditions are right to do what you are doing?
